"","DBN","School.Name","Number.of.Test.Takers","Critical.Reading.Mean","Mathematics.Mean","Writing.Mean","Name","schoolyear","fl_percent","frl_percent","total_enrollment","prek","k","grade1","grade2","grade3","grade4","grade5","grade6","grade7","grade8","grade9","grade10","grade11","grade12","ell_num","ell_percent","sped_num","sped_percent","ctt_num","selfcontained_num","asian_num","asian_per","black_num","black_per","hispanic_num","hispanic_per","white_num","white_per","male_num","male_per","female_num","female_per"
"85","05M285","HARLEM RENAISSANCE HIGH SCHOOL ",19,402,394,367,"HARLEM RENAISSANCE HIGH SCHOOL",20102011,"   ",72.9,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,94,42,31,4,1.8,30,13.3,12,1,0,0,144,64,80,35.6,1,0.4,90,40,135,60
"86","05M304","MOTT HALL HIGH SCHOOL ",63,424,421,410,"MOTT HALL HIGH SCHOOL",20102011,"   ",66.8,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,135,69,78,26,6.5,56,14.1,26,6,1,0.3,140,35.2,252,63.3,5,1.3,211,53,187,47
"87","05M369","URBAN ASSEMBLY SCHOOL FOR THE PERFORMIN ",34,349,370,363,"URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS",20102011,"   ",83.1,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,105,65,54,16,4.6,54,15.5,28,3,3,0.9,204,58.6,135,38.8,4,1.1,72,20.7,276,79.3
"88","05M469","CHOIR ACADEMY OF HARLEM ",16,420,369,401,"CHOIR ACADEMY OF HARLEM",20102011,"   ",91.7,333,NA,NA,NA,NA,NA,NA,NA,47,72,59,29,40,43,43,11,3.3,47,14.1,NA,22,0,0,253,76,75,22.5,2,0.6,124,37.2,209,62.8
"89","05M499","FREDERICK DOUGLASS ACADEMY ",216,465,481,466,"FREDERICK DOUGLASS ACADEMY",20102011,"   ",67,1543,NA,NA,NA,NA,NA,NA,NA,98,138,172,338,311,287,199,24,1.6,102,6.6,37,42,17,1.1,1157,75,353,22.9,14,0.9,762,49.4,781,50.6
"90","05M670","THURGOOD MARSHALL ACADEMY ",52,423,434,404,"THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIA",20102011,"   ",77.1,580,NA,NA,NA,NA,NA,NA,NA,50,51,89,119,101,85,85,13,2.2,65,11.2,44,NA,1,0.2,442,76.2,131,22.6,2,0.3,260,44.8,320,55.2
"91","05M685","Bread & Rose Intergrated Arts High School ",54,364,378,359,"BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL",20102011,"   ",70.9,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,133,86,67,81,15.6,91,17.6,6,40,3,0.6,279,53.9,230,44.4,3,0.6,241,46.5,277,53.5
"92","05M692","High School For Math Science Engineering City Coll ",106,592,627,575,"HIGH SCHOOL FOR MATHEMATICS SCI AND ENGINEERING",20102011,"   ",31.8,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,93,104,111,NA,NA,5,1.2,NA,NA,126,31,75,18.4,99,24.3,101,24.8,267,65.6,140,34.4
"93","06M462","HIGH SCHOOL FOR INTL BUS/FIN ",56,383,384,379,"HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINAN",20102011,"   ",92.3,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,170,172,161,248,38.5,97,15.1,NA,47,2,0.3,36,5.6,584,90.7,9,1.4,387,60.1,257,39.9
"94","06M463","HS for Media and Communications-George Washingto ",75,366,376,353,"HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",20102011,"   ",81.9,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,144,125,101,154,27.4,77,13.7,43,NA,5,0.9,40,7.1,512,90.9,4,0.7,350,62.2,213,37.8
"95","06M467","High School for Law and Public Service ",106,388,388,378,"HIGH SCHOOL FOR LAW AND PUBLIC SERVICE",20102011,"   ",70.3,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,165,126,133,190,28.6,102,15.3,33,33,5,0.8,86,12.9,567,85.3,7,1.1,358,53.8,307,46.2
"96","06M468","HIGH SCHOOL FOR HLTH CARER/SER ",28,385,417,373,"HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES",20102011,"   ",87.9,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,171,158,137,233,32.8,87,12.2,49,3,7,1,65,9.1,629,88.5,8,1.1,365,51.3,346,48.7
"97","06M540","A Philip Randolph Campus High School ",193,436,451,421,"A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL",20102011,"   ",76.2,1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,474,260,286,38,2.5,77,5.2,NA,52,43,2.9,499,33.4,940,63,8,0.5,739,49.5,753,50.5
